label,statement,job_title,party_affiliation,barely_true_counts,false_counts,half_true_counts,mostly_true_counts,pants_on_fire_counts,context
2, veterans take their own lives each day,12,1,0.0,0.0,2.0,2.0,0.0,5
1,the united states is the only major country on earth that doesnt guarantee health care to all people as a right not a privilege,0,3,18.0,12.0,22.0,41.0,0.0,7
4,if you have ever visited nashville or washington dc you will see many names and initials carved into  desks,7,0,1.0,0.0,0.0,0.0,0.0,10
5,redistribution has never been a characteristic of america,2,0,34.0,32.0,58.0,33.0,19.0,13
0,tampa is the strip club capital of the world,7,0,1.0,1.0,1.0,0.0,0.0,13
1,says between  and  bicycles can be parked in the space required by one car,4,1,0.0,1.0,1.0,1.0,0.0,11
0,i unsealed my records at marquette university,9,0,26.0,41.0,32.0,40.0,11.0,1
3,says that us rep allen west is a constituent of mine,4,1,7.0,9.0,8.0,15.0,3.0,1
0,the us gives foreign aid to cuba and venezuela even though those countries are our enemies,15,0,1.0,1.0,1.0,0.0,0.0,3
1,says texas wildfires are linked to climate change,1,1,70.0,71.0,160.0,163.0,9.0,13
0,if the agreement goes into effect the millions of mexican citizens who will become eligible for social security benefits may have a far stronger claim to benefits and protection against cuts than us citizens,15,2,1.0,1.0,0.0,0.0,0.0,10
1,the approval of the united states was  points higher when hillary clinton left the secretary of states office than when she took it,1,1,4.0,2.0,12.0,11.0,3.0,3
3,i earned more votes in the state of wisconsin than donald trump did in new york,10,0,36.0,33.0,15.0,19.0,8.0,13
1,there are  republicans in congress with eric cantors defeat they are now all christian and all white except for one black senator who was appointed,15,3,0.0,3.0,1.0,5.0,0.0,13
5,if the stamp farm wind turbine is built the health risk of flicker impact created by shadows of blades of turbines poses real and significant health risks particularly seizures,7,0,0.0,0.0,0.0,0.0,1.0,12
0,gov crists veto also clears the way for taxpayer funding of abortion in florida,0,0,33.0,24.0,32.0,35.0,5.0,2
2,according to the most recent report wisconsins high school graduation rates are also up again  to third best in the country,9,0,26.0,41.0,32.0,40.0,11.0,3
2,in iran in  the extremists hijacked the broadbased popular revolution against the shah and established a brutal theocracy,1,1,40.0,29.0,69.0,76.0,7.0,13
0,demcontrolled ohio house voted to change the process to create objective criteria to modify the constitution  to take politics out of the efforts to draw legislative boundaries,15,1,0.0,1.0,2.0,3.0,0.0,8
1,over the last few years weve put more people back to work than all the other advanced economies combined,1,1,70.0,71.0,160.0,163.0,9.0,8
0,says us sen sherrod brown is responsible for over  trillion in debt,1,0,4.0,4.0,0.0,0.0,1.0,0
5,under tom barretts leadership violent crime in milwaukee has decreased by over   to its lowest levels in more than  years,15,1,2.0,5.0,8.0,5.0,3.0,6
2,under president george w bush the us had  months of  uninterrupted job creation and revenues were at an alltime high in ,15,0,2.0,3.0,2.0,2.0,1.0,13
0,says that compared to direct sales by manufacturers consumers save avg of  per car sold through franchised dealer model,15,2,0.0,1.0,0.0,0.0,0.0,5
1,secretary clinton changes her position on gun issues every election year it seems having one position in  and then campaigning against president obama and saying we dont need federal standards,2,1,3.0,1.0,10.0,4.0,0.0,7
4,the rifle used by omar mateen shoots off  rounds in a minute,11,1,6.0,5.0,4.0,11.0,1.0,1
0,building and running the atlanta streetcar is projected to create  jobs,13,1,0.0,1.0,2.0,1.0,0.0,13
5,residential property taxes in providence are up nearly  percent under mayor taveras,15,1,2.0,1.0,2.0,5.0,1.0,0
0,teachers are working their third consecutive year  some longer than that  without salary increases,1,2,0.0,1.0,0.0,1.0,0.0,8
0,i dont have lobbyists running my campaign,2,0,34.0,32.0,58.0,33.0,19.0,8
1,expanding medicaid would require borrowing more money drastically expanding our deficit,7,0,2.0,3.0,4.0,3.0,0.0,13
0,weve seen the increase of alcohol use for underage kids even though alcohol has been illegal  for kids under ,15,4,0.0,1.0,0.0,1.0,0.0,1
2,the proposed keystone xl oil pipeline is a bipartisan proposal,15,0,1.0,1.0,3.0,1.0,1.0,7
3,on support for gay marriage,2,0,34.0,32.0,58.0,33.0,19.0,13
2,says mitt romney just gave a speech a few weeks ago and said we should still have troops in iraq,1,1,70.0,71.0,160.0,163.0,9.0,7
2,says david dewhurst explicitly advocated a guest worker program for all illegal immigrants,10,0,36.0,33.0,15.0,19.0,8.0,7
4,a republican proposal changes medicare for those under age  so that they will participate in the same kind of health plan that members of congress do,2,0,8.0,10.0,12.0,5.0,0.0,1
4,says the affordable care act was a federal takeover of the student loan industry and profits on the loans go to help pay for the health care law,0,0,2.0,1.0,1.0,4.0,0.0,10
2,much more than  percentof parents out there are spankers,1,0,63.0,114.0,51.0,37.0,61.0,1
1,wisconsin is one of the highest taxed states in the nation,9,0,26.0,41.0,32.0,40.0,11.0,6
0,says opponent bill flores helped run a company that laid off over  workers and paid off executives with millions,15,1,0.0,2.0,0.0,0.0,0.0,4
4,says rick perry doubled spending in a decade,15,0,1.0,0.0,0.0,0.0,1.0,13
1,texas still owns all of its public lands if the federal govt wants to create a park they must ask permission,15,0,0.0,1.0,1.0,1.0,0.0,5
0,the  decision last week was the th time the supreme court voted  that the president had exceeded his constitutional authority,13,0,0.0,1.0,4.0,3.0,0.0,12
4,the projected  billion state budget shortfall for  actually comes from an assumption based on zero growth that just doesnt happen,9,0,26.0,41.0,32.0,40.0,11.0,7
0,says if we do nothing and continue to let obamacare siphon off that  billion dollars off the top of it medicare goes away in less than  years  certain accounts of it  and it just falls apart at the seams,13,0,1.0,3.0,0.0,0.0,0.0,1
0,says donald trump doesnt make a thing in america,1,1,40.0,29.0,69.0,76.0,7.0,3
4,why is president obama unnecessarily delaying your flight faa could cut other spending,15,0,9.0,6.0,4.0,4.0,4.0,5
1,john cornyn has voted to increase the debt raise taxes bail out wall street banks and fund obamacare,15,0,0.0,0.0,1.0,0.0,0.0,13
2,california has the sixth largest economy on planet earth,15,1,0.0,0.0,0.0,3.0,0.0,3
0,barack obamas plan calls for mandates and fines for small businesses,0,0,31.0,39.0,31.0,37.0,8.0,7
0,our credit rating went up since ive been in office,2,0,28.0,23.0,38.0,34.0,7.0,1
3,africanamerican children are  percent more likely to die from asthma than white kids,1,1,40.0,29.0,69.0,76.0,7.0,3
3,the legislature was never given the opportunity to debate or vote on loaning  million to  studios,15,0,0.0,0.0,0.0,0.0,0.0,13
2,when weve got ceos making more in  minutes than ordinary workers are making in a year  then something is wrong,1,1,70.0,71.0,160.0,163.0,9.0,6
0,says  soccer players on the us mens national team are immigrants,15,1,3.0,7.0,11.0,2.0,3.0,5
5,the president by executive order could grant voting rights to illegal immigrants who are newly legalized under pending legislation,15,0,8.0,22.0,6.0,4.0,16.0,1
1,says us senate candidate michelle nunn was handpicked by president barack obama,15,0,5.0,1.0,4.0,5.0,1.0,7
0,china owns about  percent of the us debt,4,0,6.0,9.0,3.0,1.0,4.0,1
4,chris sununu supported obamas common core agenda taking away local control of our schools,15,0,1.0,0.0,0.0,0.0,0.0,13
4,president barack obama said unemployment was never gonna go over  percent if we passed the stimulus plan,2,0,10.0,17.0,27.0,19.0,8.0,1
1,says the constitution specifically states the congress shall write legislation for immigration policy so barack obama lacks the authority to defer the deportation of young illegal immigrants,11,0,0.0,3.0,1.0,2.0,2.0,1
3,americans spend  billion hours a year complying with tax law it costs us  billion to comply with our tax laws annually,0,1,0.0,1.0,0.0,3.0,0.0,13
1,a space shuttle the national museum of the united states air force near dayton would be within a days drive of  percent of the us population,15,0,1.0,0.0,2.0,0.0,0.0,13
1,it isnt me cutting the budget its the congressdecision on sequestration so it isnt secretary of defense or the president doing this,15,0,0.0,0.0,1.0,0.0,0.0,1
2,arizona schools rank th in the nation dead last in funding per student,1,1,40.0,29.0,69.0,76.0,7.0,13
2,rhode island is at the top of the country for alcoholrelated fatalities,15,1,0.0,0.0,0.0,1.0,1.0,7
0,florida has the secondlowest campaign contribution limit in the entire country,7,0,2.0,3.0,4.0,3.0,0.0,8
4,we have right now hezbollah which is working throughout latin america in venezuela in mexico throughout latin america which poses a very significant and imminent threat to the united states of america,2,0,34.0,32.0,58.0,33.0,19.0,7
2,says taking millionaires off food stamps and unemployment would save  million,0,0,2.0,4.0,4.0,3.0,0.0,1
2,the last six polls including this weeks time magazine show that i beat john mccain by six or seven points,1,1,70.0,71.0,160.0,163.0,9.0,6
4,if we pass immigration reform it will make wages go up on average  for the average household,2,1,3.0,1.0,10.0,4.0,0.0,1
1,says that when president bill clinton raised the top tax rates to levels now proposed by obama the country experienced significant job growth,1,1,70.0,71.0,160.0,163.0,9.0,5
5,scott walker has a plan to privatize state lands and wants to sell our deer to the highest bidder,15,1,2.0,5.0,8.0,5.0,3.0,11
1,the united states had allies lined up for air strikes in syria and then obama pulled the rug out,11,0,0.0,1.0,1.0,2.0,1.0,1
0,we saw the president of the united states engage american troops in a fourth conflict in a foreign land this is historic,15,0,8.0,22.0,6.0,4.0,16.0,7
3,says hes signed a pledge not to raise taxes four times,15,0,3.0,2.0,2.0,0.0,1.0,13
1,unemployment in texas has risen over two percentage points with rick perry as governor,15,1,0.0,0.0,1.0,0.0,0.0,11
4,the republicans still want to privatize social security in fact their whole idea is to turn over the social security trust fund to wall street,1,1,40.0,29.0,69.0,76.0,7.0,7
4,one of the key things about leonard lance is that in  when you look at the project vote smart website he was not for guns now he has gone too far to the right saying that you can carry concealed weapons in national parks,15,1,1.0,0.0,0.0,1.0,0.0,1
1,says she helped lead the launch of curbside recycling,15,1,0.0,0.0,3.0,0.0,0.0,6
4,barack obama wants the government to take over health care spend hundreds of billions of dollars of new money for health insurance for everyone,2,0,34.0,32.0,58.0,33.0,19.0,7
1,we have  million americans out of work,2,0,34.0,32.0,58.0,33.0,19.0,7
3,the national debt increased  every secondgeorge allen served in theus senate,0,1,8.0,3.0,15.0,15.0,0.0,7
3,our small staff of  is still fewer than we had a decade ago yet our caseload  like that of other courts  has grown,15,2,0.0,0.0,0.0,0.0,0.0,3
2,women in ohio earn on average  cents for every dollar earned by a man,15,1,0.0,1.0,2.0,4.0,0.0,5
0,hillary clinton and her campaign of  startedthe birther controversy,1,0,63.0,114.0,51.0,37.0,61.0,3
2,the average taxpayer will see the equivalent of a  percent pay raise as a result of low fuel prices,15,0,0.0,1.0,1.0,1.0,0.0,13
4,says bill nelson voted to cut  billion out of medicare to pay for obamacare,4,0,3.0,3.0,1.0,3.0,1.0,7
0,wisconsin employers have repeatedly said in surveys that our antibusiness litigation climate is one of the most important factors affecting their expansion decisions,9,0,26.0,41.0,32.0,40.0,11.0,12
1,the fact is in the past year we have had more tax cuts than almost any time in our nations history,4,1,0.0,0.0,1.0,0.0,1.0,13
1,only seven of  federal food assistance programs have been associated with positive health and nutrition outcomes while the remaining  have not been effective,4,0,1.0,0.0,3.0,3.0,0.0,13
4,republicans enacted the most drastic cuts to k public schools of any state in the nation,6,1,1.0,1.0,0.0,0.0,0.0,9
0,just look at what the fbi director said about her hillary clinton her misconduct is a disgrace and embarrassment to our country,1,0,63.0,114.0,51.0,37.0,61.0,3
0,says rejecting federal aid to expand medicaid in texas will send  billion in federal taxes paid by texans to other states to insure their working poor,7,1,1.0,1.0,0.0,0.0,0.0,2
2,big oils filling john mccains campaign with million in contributions,1,1,70.0,71.0,160.0,163.0,9.0,4
1,we have over  illegal immigrants in the state theyre costing us billions of dollars and theyre taking legal residents jobs,2,0,28.0,23.0,38.0,34.0,7.0,7
1,says mitt romneys plan makes catastrophic cuts to education,1,1,70.0,71.0,160.0,163.0,9.0,6
0,on samesex marriage,1,1,40.0,29.0,69.0,76.0,7.0,6
1,according to the most recent jobs report weve got more americans leaving the workforce than we have finding jobs,15,0,13.0,22.0,11.0,4.0,2.0,8
3,fidel castro has made his preferences known in the campaign and had some very unkind things to say about me,0,0,31.0,39.0,31.0,37.0,8.0,1
3,says that the federal gas tax has not been raised since ,0,0,0.0,0.0,0.0,0.0,0.0,0
2,in my home state nearly one in five floridians live in poverty,0,0,33.0,24.0,32.0,35.0,5.0,13
5,ninetyfour percent of the bills that pass the senate have no debate no vote no amendments no reading of the bill no online disclosure,1,0,4.0,4.0,0.0,0.0,1.0,3
1,david perdue proposes rolling back the clock on womens health care,15,1,1.0,0.0,1.0,0.0,0.0,4
0,sayspresident obama and his allies in congress gave power to control medicare patients health care decisions to a commission of  unelected bureaucrats in washington,4,0,2.0,2.0,1.0,0.0,0.0,2
1,says bill clinton signed a law very similar to and barack obama voted for a law something like indianas religious freedom restoration act,9,0,26.0,41.0,32.0,40.0,11.0,1
0,says the united states is the only nation that affords citizenship to anyone born here whether you are here legally or illegally,11,0,0.0,3.0,1.0,2.0,2.0,13
1,says she would bring  new jobs to wisconsin and donald trump would cost wisconsin  jobs,1,1,40.0,29.0,69.0,76.0,7.0,5
0,says that in  states government workers are better paid than the taxpayers who support them,2,0,0.0,3.0,0.0,0.0,1.0,1
4,we are imprisoning or giving jail sentences to young people who are smoking marijuana,0,3,18.0,12.0,22.0,41.0,0.0,7
1, people have signed up for obamacare,4,1,7.0,9.0,8.0,15.0,3.0,5
1,the number of new illegal immigrant families who have crossed the border so far this year already exceeds the entire total from ,1,0,63.0,114.0,51.0,37.0,61.0,3
5,the economy began its nose dive when democrats took control of congress in january ,4,0,0.0,0.0,0.0,1.0,1.0,3
1,bin laden had declared war against pakistan,1,1,70.0,71.0,160.0,163.0,9.0,13
2,no family earns too much to qualify for oregon healthy kids program,15,2,0.0,0.0,0.0,1.0,0.0,13
1,says that in curry county if you make a  call youre likely to wait for an hour for a response,6,0,0.0,0.0,1.0,0.0,2.0,3
3,john mccain said last year he didnt know of a solution to the mortgage crisis,1,1,70.0,71.0,160.0,163.0,9.0,13
1,jeff weems legal record is one of defending bp enron and just about every big oil company against the working man,15,0,0.0,0.0,1.0,0.0,0.0,2
2,our crime rate continues to plummet,2,0,6.0,5.0,7.0,6.0,3.0,13
2,the nra supported background checks,1,1,0.0,0.0,0.0,1.0,0.0,6
4,prior to  everybody prayed before school started and the bible was the principal textbook in all schools,15,0,1.0,0.0,0.0,0.0,0.0,1
3,romney said no to instate tuition for illegal immigrants,2,0,34.0,32.0,58.0,33.0,19.0,4
3,you cant give a child an aspirin in school without permission you cant do any kind of medication but we can secretly take the child off and have an abortion,6,0,0.0,0.0,0.0,0.0,0.0,7
0,twenty percent of single adults ages  to  with no kids are not working or even in school trying to find a job,4,0,19.0,6.0,16.0,14.0,2.0,1
0,president obama plans to impose a tax of at least  percent on the medicare prescription drug benefit for lowincome beneficiaries,15,2,0.0,1.0,1.0,0.0,0.0,13
1,says danny tarkanian is nra frated,15,0,0.0,1.0,1.0,0.0,0.0,11
1,the united states stopped plans to build a missile defense shield in eastern europe as a gift to russia,2,0,34.0,32.0,58.0,33.0,19.0,12
1,on delaying a health care mandate on business,12,1,2.0,1.0,3.0,0.0,0.0,1
2,romney would turn medicare into a voucher program,1,1,70.0,71.0,160.0,163.0,9.0,7
0,a report just came out that if we continue with president obamas policies were looking at over  percent unemployment next year in the fourth quarter,15,0,8.0,22.0,6.0,4.0,16.0,1
0,on the way the federal government should spend floridas rejected highspeed rail money,2,0,28.0,23.0,38.0,34.0,7.0,2
2,says jeb bush happens to be where a majority of republican voters areon giving legal status to illegal immigrants,15,5,7.0,6.0,3.0,5.0,1.0,12
2,massachusetts has less than  percent of our kids that are uninsured you gov perry have a million kids uninsured in texas,2,0,34.0,32.0,58.0,33.0,19.0,7
2,graduation and thirdgrade reading scores are up in the state since i took office,9,0,26.0,41.0,32.0,40.0,11.0,1
3,at nearly  million people the population of florida is larger than all the earlier primary and caucus states combined,2,0,28.0,23.0,38.0,34.0,7.0,3
0,for every one esd superintendent position we can pay for three speech pathologists or three special needs instructors or three classroom teachers,7,1,0.0,1.0,1.0,1.0,0.0,2
0, percent of the air traffic control towers the obama administration is closing are located in republican congressional districts,15,0,2.0,4.0,1.0,0.0,0.0,2
0,says he has a fiduciary responsibility to his business his family and his employees to pay no more tax than legally required,1,0,63.0,114.0,51.0,37.0,61.0,6
1,the federal government could save  million annually by circulating  coins instead of  bills,12,1,0.0,0.0,1.0,0.0,0.0,11
0,says the federal government restricts how much salt we can put on our food,2,0,30.0,30.0,42.0,23.0,18.0,13
4,it doesnt make sense historically to drop out because the  race was still competitive when bobby kennedy was assassinated in june in california,1,1,40.0,29.0,69.0,76.0,7.0,13
3,says he couldnt keep a inch redfish he caught because of fishing rules,15,0,0.0,1.0,1.0,2.0,1.0,5
2,says opponent kathie tovo believes that austin invests too much in the cops firefighters and paramedics that protect our families and neighborhoods,15,1,0.0,0.0,1.0,2.0,0.0,6
4,the entirety of north america  canada the united states and mexico  theres more known reserves in those three countries than in russia and saudi arabia,2,0,30.0,30.0,42.0,23.0,18.0,13
0,on the accuracy of state jobs numbers,9,0,26.0,41.0,32.0,40.0,11.0,0
3,right now we are at  percent health insurance covered thats the highest weve ever been in our country,1,1,40.0,29.0,69.0,76.0,7.0,7
4,its costing every american who is insured  to pick up the cost of uncompensated care that goes on at the emergency room,0,1,2.0,0.0,3.0,4.0,1.0,1
2,the united states has the highest incarceration rate in the world,15,1,1.0,0.0,1.0,5.0,0.0,11
2,the national debt is on track to double during obamas presidency,9,0,26.0,41.0,32.0,40.0,11.0,13
1,says under mitt romney massachusetts was th in job creation,15,1,0.0,0.0,3.0,3.0,0.0,3
3,virginia was named best managed state best state for business and best state toraise a child while i was governor,0,1,8.0,3.0,15.0,15.0,0.0,13
4,the only years that anybodys ever seen of donald trumps tax returns showed he didnt pay any federal income tax,1,1,40.0,29.0,69.0,76.0,7.0,7
0,says us house candidate carlos curbelo supported raising flood insurance rates,15,1,0.0,2.0,0.0,0.0,0.0,11
0,says some planned parenthood chapters have been selling the body parts of aborted fetuses for profit,15,0,0.0,1.0,0.0,0.0,0.0,13
3,the new st state senate district was created in secret for van wanggaard it was drawn within half a block of his house,6,1,0.0,0.0,0.0,0.0,0.0,1
3,rhode islands voter identification law was pushed by a black democrat in the house a black democrat in the senate thats a fact,15,0,2.0,3.0,3.0,0.0,4.0,4
1,says alison lundergan grimes supports obamacare which cuts  billion from seniors medicare,15,0,7.0,6.0,5.0,7.0,0.0,13
2,we borrow money from the chinese to buy oil from the saudis,1,1,40.0,29.0,69.0,76.0,7.0,7
0,i did not support the war in iraq the record shows that im right,1,0,63.0,114.0,51.0,37.0,61.0,7
4,wendy davis is the most popular politician in texas,15,1,1.0,0.0,0.0,1.0,0.0,13
4,says he voted to remove common core from our schools,7,0,1.0,1.0,0.0,0.0,0.0,13
0,terry mcauliffe has threatened to shut down virginias government if his budget plan isnt supported,12,0,1.0,10.0,3.0,2.0,1.0,9
3,after shedding jobs for more than  years our manufacturers have added about  jobs over the past three,1,1,70.0,71.0,160.0,163.0,9.0,13
5,at least  isis fighters have been caught coming across the mexican border in texas and there are dozens more that did not get caught by the border patrol,13,0,0.0,0.0,0.0,0.0,1.0,1
3,fiftyone percent  that is a majority of american households  paid no income tax in  zero zip nada,10,0,5.0,3.0,6.0,2.0,1.0,3
0,i never said that muslims would be subject to profiling under his policies,1,0,63.0,114.0,51.0,37.0,61.0,1
1,members of congress have not reduced their salaries  since the great depression meaning theyve gone eight decades without a pay cut,11,1,0.0,0.0,3.0,0.0,0.0,3
4,says five studies show his tax plan can cut rates and still bring the same revenue without raising taxes on the middle class,2,0,34.0,32.0,58.0,33.0,19.0,1
4,last week senator obamas running mate said get this raising taxes is patriotic ,0,0,31.0,39.0,31.0,37.0,8.0,13
2,today american companies have nearly  trillion sitting on their balance sheets,1,1,70.0,71.0,160.0,163.0,9.0,3
3,georgia spends fewer tourism advertising dollars than any other state in the south,7,0,0.0,0.0,0.0,0.0,0.0,11
1,under lee fisher ohio has lost nearly  jobs,0,0,3.0,5.0,11.0,11.0,1.0,6
2,slavery is still allowable under wisconsin law as long as its a punishment for a crime,6,1,1.0,1.0,0.0,1.0,1.0,13
3,foreign companies in the united states have a significantly higher unionization rate than other companies overall,0,1,3.0,4.0,5.0,8.0,1.0,13
2,says some georgians can get health insurance for  a month,15,1,1.0,0.0,1.0,3.0,1.0,8
1,says  world war ii veterans die every day,2,0,8.0,8.0,10.0,5.0,5.0,5
3,federal officials declared that grant funds could be used only for milwaukees streetcar project meaning it isnt possible to redirect the money to other modes of public transportation or to our public schools,15,1,3.0,4.0,4.0,3.0,1.0,13
0,says president obamas deal allows iran to produce a nuclear weapon,15,0,3.0,1.0,0.0,0.0,0.0,2
5,the stimulus bill includes  for a sculpture garden in miami,15,0,9.0,6.0,4.0,4.0,4.0,1
1,thomas jefferson expressed strong support for a balanced budget amendment in ,13,0,0.0,1.0,4.0,3.0,0.0,3
1,says marco rubio went on univision and in spanish he promised that he would not on the first day in office rescind president obamas illegal executive action,10,0,36.0,33.0,15.0,19.0,8.0,1
2,the top onetenth of  percent now owns almost as much wealth as the bottom  percent,0,3,18.0,12.0,22.0,41.0,0.0,13
0,when the united states first created the federal income tax frankly nobody below a million dollars a year paid anything,15,0,16.0,15.0,20.0,10.0,11.0,3
2,says milwaukee county parks director sue black has not received a pay raise in five years,15,2,3.0,5.0,4.0,4.0,2.0,6
5,says gov john kasich implied that a portion of workers compensation rebates to employers should be directed back to him in the form of campaign cash,15,1,0.0,0.0,0.0,0.0,1.0,0
0,we have over  state agencies fortyfive of those agencies are related to health care,0,0,2.0,4.0,4.0,3.0,0.0,7
1,nascar endorsed trump,1,0,63.0,114.0,51.0,37.0,61.0,3
3,abraham lincoln visited and some say even danced in the ohio senate chamber,6,0,0.0,0.0,1.0,0.0,0.0,3
0,the premiums on medicares prescription drug program have fallen almost every year since it began,0,0,2.0,3.0,3.0,2.0,0.0,3
3,when mitt romney was governor of massachusetts he stood in front of a coal plant and pointed at it and said this plant kills,1,1,70.0,71.0,160.0,163.0,9.0,7
5,the central falls school system spent  on a time clock,1,1,0.0,0.0,0.0,0.0,1.0,0
1,as the ceo of ebay whitman started a separate division that only sells porn,15,0,0.0,1.0,1.0,1.0,0.0,6
1,if the mayor were really serious about supporting phillys schoolchildren and handling our citys looming fiscal crisis he could begin by slashing the size of his own administration which is already  percent larger than his predecessors and  percent more costly,15,0,0.0,0.0,1.0,0.0,0.0,13
2,the top th of  percent today in america owns almost as much wealth as the bottom  percent,0,3,18.0,12.0,22.0,41.0,0.0,3
2, percent of the jobs created in the state of ohio are created in small business they are not created by huge corporations and those who are very wealthy,7,0,0.0,1.0,1.0,1.0,3.0,1
0,says government is a barrier to innovation and development,13,0,4.0,8.0,3.0,2.0,1.0,5
0,we have a  to  percent dropout rate in our innercity schools,2,0,4.0,4.0,3.0,4.0,4.0,3
1,says gov rick perry was for wall street bailout before he was against it,0,0,2.0,4.0,4.0,3.0,0.0,7
3,it is legal in ohio to fire an employee or evict a tenant just for being gay,15,2,0.0,0.0,0.0,1.0,0.0,10
3,uber and other rideshare firms are not required to carry auto insurance under georgia law,7,0,0.0,0.0,0.0,0.0,0.0,13
0,says hillary clinton believes that all abortions should be legal even on the due date of that unborn child,0,0,33.0,24.0,32.0,35.0,5.0,7
4,the great recession emerged in large part because of tax policies that slashed taxes on the wealthy failed to invest in the middle class took their eyes off of wall street and created a perfect storm,1,1,40.0,29.0,69.0,76.0,7.0,7
3,more than once ive actually had a conversation with the protesters on substance,10,0,36.0,33.0,15.0,19.0,8.0,1
0,and the jerseycomeback keeps rolling thanks to govchristie nj now has lowest corruption risk of any state,15,0,0.0,1.0,0.0,0.0,1.0,5
4,says any attempt to try to compare the massachusetts health care law with the federal health care law is completely intellectually dishonest governor romney did not raise one tax in doing what he did,2,0,10.0,17.0,27.0,19.0,8.0,8
2,since  david jolly has given almost  to keep democrats in congress,7,0,1.0,1.0,0.0,1.0,0.0,10
2,says texas ranks th nationally in education funding per pupil,6,1,5.0,1.0,8.0,12.0,1.0,2
2,health insurance is more expensive in massachusetts than anywhere else in the country,2,0,34.0,32.0,58.0,33.0,19.0,12
3,in two years gov mcauliffe has vetoed more bills that the previous three governors issued in each of their fouryear terms,15,0,0.0,0.0,0.0,1.0,0.0,3
0,everything i have said on the campaign trail has been factually accurate,1,1,4.0,2.0,12.0,11.0,3.0,13
2,when honduran children came into this country secretary clinton said send them back,0,3,18.0,12.0,22.0,41.0,0.0,7
2,says jeb bush said lowincome women should get their life together and find a husband,15,2,2.0,0.0,1.0,1.0,0.0,5
2,only about  percent of the stimulus money has actually been spent,0,0,0.0,2.0,4.0,3.0,0.0,1
0, cents on thedollar from the clinton foundation goes to charitable causes,2,0,8.0,10.0,12.0,5.0,0.0,7
4,president obama told people to skip coming here las vegas for conventions and meetings,2,0,34.0,32.0,58.0,33.0,19.0,3
5,says john boehner admits we are not going to be any different than weve been by returning to the same failed economic policies that wrecked our economy,15,1,3.0,7.0,11.0,2.0,3.0,11
1,newark is now home to onethird of all commercial and multifamily development,0,1,0.0,4.0,2.0,8.0,0.0,6
5,the rightwing extremists are trying to take this seat so they can push their antichoice and antiequality agenda through our state house,15,1,0.0,0.0,0.0,0.0,1.0,10
2,we have  state lobbyists that just lobby the legislature for money every year,2,0,28.0,23.0,38.0,34.0,7.0,1
2,in atlanta since  when the seven deadly sins mandatory minimum sentences took effect the violent crime rate has dropped  percent,12,2,0.0,0.0,0.0,1.0,0.0,13
2,says trimets own analysis shows that youthpass does not actually add to the transit agencys costs,15,1,3.0,2.0,5.0,2.0,0.0,13
4,john mccain offers billions in tax breaks for oil and drug companies but almost nothing for families like yours,1,1,70.0,71.0,160.0,163.0,9.0,4
3,we adopted the modern social security system at a time when the average person died before they were old enough to get social security,15,0,16.0,15.0,20.0,10.0,11.0,1
3,we are coming up on our th anniversary of electing a republican to the united states senate  was the last time new jersey sent a republican to the united states senate,2,0,10.0,17.0,27.0,19.0,8.0,3
4,president obamas budget would call for about  trillion in debt by the end of his term if he was reelected,2,0,6.0,5.0,7.0,6.0,3.0,13
1,says the state share of texas public education spending increased  percent over the past decade reaching  billion in ,2,0,30.0,30.0,42.0,23.0,18.0,13
2,in richmond va theres more moving vans coming in than going out,15,2,1.0,0.0,0.0,1.0,0.0,7
5,im glad for the wording of it an ethics report on corporatesponsored congressional trips because clearly the wording exonerates me,13,1,0.0,0.0,1.0,0.0,1.0,8
1,paul ryans medicare plan could raise future retirees costs more than ,1,1,70.0,71.0,160.0,163.0,9.0,6
3,you may have driven the length of a football field in the five seconds it takes to check a text,4,0,3.0,0.0,1.0,0.0,0.0,1
4,i introduced a bill that wouldve helped stop the multimilliondollar bonus packages that ceos grab on their way out mccain opposed that idea,1,1,70.0,71.0,160.0,163.0,9.0,3
4,there are nearly  registered sex offenders across the country and at any one time about  are unaccounted for,7,1,3.0,1.0,1.0,0.0,0.0,0
4,the government made accommodation to the fort hood shooter to let him grow a beard for religious reasons,15,0,12.0,5.0,9.0,3.0,4.0,7
4,says under the affordable care act new jerseys new medicaid enrollees wont qualify for the matching federal funds simply because we added them onto the rolls before ,15,0,1.0,0.0,0.0,0.0,0.0,13
4,says the obama administration watered down sanctions against iran delayed them and tried to stop congress from putting the tough sanctions in place,4,0,19.0,6.0,16.0,14.0,2.0,7
0,wisconsin is one of the few states in the country that do not currently require a photographic identification to vote,6,0,0.0,1.0,0.0,0.0,0.0,13
2,these  acres the atlanta braves want to build a stadium on have produced zero splost money for parks and recreation have produced zero money for education,15,2,0.0,0.0,0.0,1.0,0.0,11
0,you will learn more about donald trump by going down to the federal elections to see the financial disclosure form than by looking at tax returns,1,0,63.0,114.0,51.0,37.0,61.0,7
3,cuyahoga county passed a program to guarantee a college savings account for every single child who enters kindergarten in this county  the first county in the united states to do so,15,1,1.0,1.0,0.0,1.0,0.0,3
0,over half of the young people in medical dental and law schools are women,15,0,7.0,8.0,10.0,12.0,3.0,1
5,ken block supports obamacare,15,0,2.0,2.0,0.0,2.0,1.0,4
4,says hillary clinton wants to have open borders,1,0,63.0,114.0,51.0,37.0,61.0,7
0,my opponent promises to bring back old jobs by wishing away the global economy,0,0,31.0,39.0,31.0,37.0,8.0,13
